molecule,smiles,HOMO_eV,LUMO_eV,GAP_eV,Dipmom_Debye,Etot_eV,Etot_pos_eV,Etot_neg_eV,ZPE_eV,ZPE_pos_eV,ZPE_neg_eV,aEA_eV,aIP_eV,D4_disp_corr_eV,n_rings,Erel_eV,NFOD,HOMO_eV_corrected,LUMO_eV_corrected,GAP_eV_corrected,aIP_eV_corrected,aEA_eV_corrected
hc_c42h22_0pent_2800,c1ccc2cc3c(ccc4c3ccc3c4cc4cc5c6ccccc6c6cccc7cc8ccc3c4c8c5c76)cc2c1,-9.454,-8.042,1.412,0.029,-2755.204,-2744.297,-2761.8,13.167,13.143,13.097,-6.596,10.908,-2.629,11,0.397,1.154,-6.152,-1.606,4.534,6.149,-1.596
hc_c42h22_0pent_2802,c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c4cc4cc5ccc6cccc7cc8ccc3c4c8c5c67)cc12,-9.425,-8.092,1.333,0.086,-2755.245,-2744.354,-2761.865,13.166,13.142,13.096,-6.62,10.891,-2.603,11,0.356,1.196,-6.107,-1.67,4.422,6.125,-1.625
hc_c42h22_0pent_2804,c1ccc2c(c1)ccc1cc3ccc4c(ccc5c4cc4cc6ccc7cccc8cc9ccc5c4c9c6c78)c3cc12,-9.428,-8.093,1.335,0.065,-2755.233,-2744.322,-2761.838,13.165,13.139,13.092,-6.605,10.911,-2.607,11,0.368,1.195,-6.111,-1.671,4.424,6.153,-1.606
hc_c42h22_0pent_2843,c1ccc2c(c1)ccc1cc3c(cc4cc5ccc6cc7c8ccccc8ccc7c7cc8ccc3c4c8c5c67)cc12,-9.349,-8.166,1.183,0.019,-2755.239,-2744.429,-2761.948,13.163,13.147,13.101,-6.709,10.809,-2.611,11,0.362,1.252,-5.988,-1.765,4.208,6.006,-1.733
hc_c42h22_0pent_2844,c1ccc2c(c1)ccc1cc3cc4cc5ccc6cc7c8ccccc8ccc7c7cc8ccc(c3cc12)c4c8c5c67,-9.36,-8.159,1.2,0.054,-2755.224,-2744.388,-2761.911,13.162,13.145,13.098,-6.687,10.836,-2.615,11,0.377,1.25,-6.006,-1.756,4.233,6.045,-1.706
hc_c42h22_0pent_2851,c1ccc2c(c1)ccc1cc3cc4cc5c6ccccc6c6cc7ccccc7c7cc8ccc(c3cc12)c4c8c5c76,-9.43,-8.067,1.363,0.051,-2755.28,-2744.36,-2761.864,13.168,13.146,13.1,-6.584,10.92,-2.641,11,0.321,1.123,-6.114,-1.638,4.464,6.166,-1.581
hc_c42h22_0pent_2916,c1ccc2cc3c(cc2c1)c1cccc2cc4ccc5c6cc7ccc8ccccc8c7cc6cc6cc3c(c21)c4c65,-9.418,-8.086,1.332,0.062,-2755.217,-2744.294,-2761.803,13.162,13.138,13.09,-6.586,10.923,-2.619,11,0.384,1.194,-6.096,-1.662,4.42,6.171,-1.583
hc_c42h22_0pent_2917,c1ccc2cc3c(cc2c1)c1cccc2cc4ccc5c6cc7c(ccc8ccccc87)cc6cc6cc3c(c21)c4c65,-9.429,-8.079,1.35,0.044,-2755.203,-2744.255,-2761.767,13.162,13.134,13.087,-6.565,10.948,-2.622,11,0.398,1.191,-6.113,-1.653,4.446,6.207,-1.558
hc_c42h22_0pent_2921,c1ccc2cc3c(cc2c1)cc1cc2c4cc5ccc6ccccc6c5cc4c4cccc5cc6ccc3c1c6c2c54,-9.381,-8.134,1.247,0.058,-2755.17,-2744.268,-2761.787,13.16,13.136,13.089,-6.617,10.902,-2.624,11,0.431,1.248,-6.038,-1.724,4.299,6.141,-1.621
hc_c42h22_0pent_2922,c1ccc2cc3c(cc2c1)cc1cc2c4cc5c(ccc6ccccc65)cc4c4cccc5cc6ccc3c1c6c2c54,-9.381,-8.137,1.245,0.054,-2755.171,-2744.264,-2761.787,13.16,13.137,13.09,-6.616,10.907,-2.626,11,0.43,1.248,-6.038,-1.728,4.297,6.148,-1.62
hc_c42h22_0pent_2929,c1ccc2c(c1)ccc1cc3ccc4cc5c(cc6cc7ccc8cccc9cc%10ccc5c6c%10c7c89)cc4c3cc12,-9.374,-8.16,1.214,0.071,-2755.206,-2744.322,-2761.852,13.159,13.135,13.088,-6.646,10.884,-2.592,11,0.395,1.281,-6.027,-1.757,4.252,6.115,-1.656
hc_c42h22_0pent_2931,c1ccc2c(c1)ccc1cc3c(ccc4cc5c(cc6cc7ccc8cccc9cc%10ccc5c6c%10c7c89)cc43)cc12,-9.369,-8.158,1.211,0.096,-2755.215,-2744.366,-2761.888,13.16,13.141,13.093,-6.673,10.849,-2.587,11,0.386,1.282,-6.02,-1.755,4.248,6.064,-1.689
hc_c42h22_0pent_2932,c1ccc2cc3c(cc2c1)c1ccccc1c1cc2c(cc4cc5ccc6cccc7cc8ccc2c4c8c5c67)cc31,-9.398,-8.132,1.265,0.074,-2755.156,-2744.234,-2761.756,13.162,13.137,13.088,-6.6,10.923,-2.621,11,0.445,1.232,-6.065,-1.721,4.325,6.171,-1.6
hc_c42h22_0pent_2934,c1ccc2cc3c(ccc4cc5c(cc6cc7ccc8cc9ccccc9c9cc%10ccc5c6c%10c7c89)cc43)cc2c1,-9.386,-8.126,1.261,0.022,-2755.176,-2744.341,-2761.855,13.157,13.14,13.092,-6.679,10.835,-2.593,11,0.425,1.279,-6.046,-1.714,4.319,6.044,-1.696
hc_c42h22_0pent_2936,c1ccc2cc3c(ccc4cc5c(cc6cc7c8ccccc8c8cccc9cc%10ccc5c6c%10c7c98)cc43)cc2c1,-9.412,-8.093,1.319,0.057,-2755.195,-2744.303,-2761.812,13.162,13.141,13.094,-6.617,10.892,-2.612,11,0.406,1.213,-6.086,-1.671,4.402,6.126,-1.621
hc_c42h22_0pent_2938,c1ccc2c(c1)ccc1c3cc4cc5cc6ccc7cc8ccccc8c8cc9ccc(c4cc3ccc21)c5c9c6c78,-9.36,-8.152,1.208,0.055,-2755.2,-2744.383,-2761.899,13.162,13.145,13.099,-6.698,10.817,-2.607,11,0.401,1.264,-6.006,-1.747,4.244,6.018,-1.72
hc_c42h22_0pent_2939,c1ccc2c(c1)ccc1c3cc4cc5cc6c7ccccc7c7cccc8cc9ccc(c4cc3ccc21)c5c9c6c87,-9.379,-8.128,1.251,0.05,-2755.216,-2744.353,-2761.864,13.167,13.147,13.102,-6.648,10.864,-2.625,11,0.385,1.202,-6.035,-1.716,4.305,6.086,-1.659
hc_c42h22_0pent_2941,c1ccc2c(c1)ccc1c2ccc2c3cc4cc5cc6ccc7cccc8cc9ccc(c4cc3ccc21)c5c9c6c78,-9.35,-8.175,1.175,0.115,-2755.164,-2744.322,-2761.842,13.162,13.142,13.096,-6.678,10.842,-2.6,11,0.437,1.288,-5.99,-1.777,4.197,6.054,-1.695
hc_c42h22_0pent_2996,c1ccc2c(c1)ccc1c2ccc2c3cc4c(cc3ccc21)cc1cc2ccc3cccc5cc6ccc4c1c6c2c35,-9.363,-8.169,1.193,0.084,-2755.146,-2744.267,-2761.793,13.161,13.135,13.088,-6.646,10.88,-2.605,11,0.455,1.286,-6.01,-1.769,4.223,6.109,-1.656
hc_c42h22_0pent_2999,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)cc1cc2ccc3cc5ccccc5c5cc6ccc4c1c6c2c35,-9.372,-8.146,1.227,0.056,-2755.183,-2744.339,-2761.861,13.162,13.143,13.096,-6.678,10.843,-2.611,11,0.418,1.262,-6.024,-1.739,4.271,6.055,-1.695
hc_c42h22_0pent_3000,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)cc1cc2c3ccccc3c3cccc5cc6ccc4c1c6c2c53,-9.389,-8.122,1.267,0.022,-2755.199,-2744.313,-2761.829,13.166,13.145,13.099,-6.631,10.885,-2.629,11,0.402,1.2,-6.051,-1.708,4.328,6.116,-1.638
hc_c42h22_0pent_3002,c1ccc2cc3c(ccc4cc5cc6cc7ccc8cc9ccccc9c9cc%10ccc(c5cc43)c6c%10c7c89)cc2c1,-9.403,-8.117,1.286,0.062,-2755.162,-2744.276,-2761.798,13.157,13.132,13.084,-6.636,10.886,-2.598,11,0.439,1.277,-6.072,-1.702,4.355,6.117,-1.644
hc_c42h22_0pent_3004,c1ccc2cc3c(ccc4cc5cc6cc7c8ccccc8c8cccc9cc%10ccc(c5cc43)c6c%10c7c98)cc2c1,-9.427,-8.085,1.343,0.025,-2755.18,-2744.242,-2761.756,13.162,13.131,13.082,-6.576,10.938,-2.616,11,0.421,1.21,-6.11,-1.661,4.436,6.192,-1.571
hc_c42h22_0pent_3006,c1ccc2c(c1)ccc1cc3c(ccc4cc5cc6cc7ccc8cccc9cc%10ccc(c5cc43)c6c%10c7c89)cc12,-9.384,-8.15,1.233,0.072,-2755.201,-2744.302,-2761.827,13.159,13.132,13.08,-6.626,10.899,-2.592,11,0.4,1.28,-6.043,-1.744,4.279,6.136,-1.632
hc_c42h22_0pent_3008,c1ccc2c(c1)ccc1cc3ccc4cc5cc6cc7ccc8cccc9cc%10ccc(c5cc4c3cc12)c6c%10c7c89,-9.385,-8.155,1.229,0.052,-2755.193,-2744.29,-2761.827,13.159,13.136,13.087,-6.634,10.903,-2.6,11,0.408,1.279,-6.044,-1.751,4.274,6.142,-1.642
hc_c42h22_0pent_3381,c1ccc2cc3c(cc2c1)c1cccc2cc4ccc5cc6cc7ccc8ccccc8c7cc6c6cc3c(c21)c4c56,-9.571,-7.917,1.653,0.062,-2755.333,-2744.248,-2761.745,13.166,13.132,13.084,-6.412,11.085,-2.638,11,0.268,1.044,-6.334,-1.445,4.877,6.404,-1.372
hc_c42h22_0pent_3382,c1ccc2cc3c(cc2c1)c1cccc2cc4ccc5cc6cc7c(ccc8ccccc87)cc6c6cc3c(c21)c4c56,-9.55,-7.932,1.618,0.056,-2755.344,-2744.305,-2761.795,13.168,13.137,13.089,-6.452,11.039,-2.629,11,0.257,1.048,-6.301,-1.464,4.827,6.338,-1.42
hc_c42h22_0pent_3386,c1ccc2cc3c(cc2c1)cc1ccc2cc4cccc5c6cc7c(ccc8ccccc87)cc6c6cc3c1c2c6c45,-9.535,-7.958,1.577,0.08,-2755.319,-2744.271,-2761.767,13.166,13.131,13.081,-6.449,11.047,-2.634,11,0.282,1.071,-6.278,-1.497,4.768,6.35,-1.417
hc_c42h22_0pent_3387,c1ccc2cc3c(cc2c1)cc1ccc2cc4cccc5c6cc7ccc8ccccc8c7cc6c6cc3c1c2c6c45,-9.533,-7.963,1.57,0.071,-2755.322,-2744.28,-2761.783,13.166,13.137,13.089,-6.461,11.041,-2.641,11,0.279,1.071,-6.275,-1.504,4.759,6.341,-1.431
hc_c42h22_0pent_3389,c1ccc2c(c1)ccc1cc3c(cc12)c1cccc2cc4ccc5cc6c7ccccc7ccc6c6cc3c(c21)c4c56,-9.575,-7.903,1.672,0.063,-2755.43,-2744.341,-2761.824,13.174,13.138,13.09,-6.394,11.089,-2.649,11,0.171,0.966,-6.34,-1.427,4.904,6.41,-1.35
hc_c42h22_0pent_3390,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2c4ccc5ccccc5c4cc4ccc5cc6cccc3c6c1c5c42,-9.574,-7.907,1.668,0.055,-2755.431,-2744.343,-2761.831,13.174,13.141,13.094,-6.4,11.089,-2.653,11,0.17,0.966,-6.338,-1.432,4.898,6.41,-1.357
hc_c42h22_0pent_3392,c1ccc2cc3c(cc2c1)c1cccc2cc4ccc5cc6c7ccc8ccccc8c7ccc6c6cc3c(c21)c4c56,-9.576,-7.894,1.682,0.07,-2755.349,-2744.276,-2761.753,13.171,13.135,13.089,-6.404,11.074,-2.644,11,0.252,0.997,-6.342,-1.415,4.918,6.388,-1.362
hc_c42h22_0pent_3402,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2cc4ccccc4c4ccc5cc6c7ccccc7cc3c6c1c5c24,-9.501,-7.985,1.516,0.048,-2755.35,-2744.329,-2761.822,13.17,13.141,13.095,-6.472,11.021,-2.652,11,0.251,1.046,-6.225,-1.532,4.682,6.312,-1.445
hc_c42h22_0pent_3408,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)c1cc2cc3ccccc3c3ccc5cc6cccc4c6c1c5c23,-9.495,-8.0,1.495,0.083,-2755.285,-2744.26,-2761.746,13.17,13.134,13.084,-6.461,11.025,-2.636,11,0.316,1.094,-6.216,-1.552,4.652,6.318,-1.431
hc_c42h22_0pent_3409,c1ccc2c(c1)cc1cc3c4cc5c6ccccc6c6ccccc6c5cc4c4cccc5cc6ccc2c1c6c3c54,-9.491,-8.016,1.475,0.058,-2755.307,-2744.25,-2761.748,13.175,13.143,13.096,-6.441,11.057,-2.666,11,0.294,1.033,-6.209,-1.572,4.623,6.364,-1.407
hc_c42h22_0pent_3414,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)c1cccc2cc3ccc5c6ccccc6cc6cc4c(c21)c3c65,-9.496,-8.002,1.494,0.08,-2755.286,-2744.253,-2761.743,13.17,13.134,13.084,-6.457,11.033,-2.639,11,0.315,1.094,-6.217,-1.554,4.651,6.329,-1.427
hc_c42h22_0pent_3417,c1ccc2cc3c(ccc4c3cc3cc5c6cc7ccccc7cc6c6cccc7cc8ccc4c3c8c5c76)cc2c1,-9.523,-7.967,1.557,0.061,-2755.215,-2744.207,-2761.703,13.163,13.131,13.084,-6.488,11.008,-2.623,11,0.386,1.125,-6.259,-1.509,4.74,6.293,-1.464
hc_c42h22_0pent_3418,c1ccc2cc3c(cc2c1)c1cccc2cc4ccc5c6ccc7c8ccccc8ccc7c6cc6cc3c(c21)c4c65,-9.494,-7.993,1.502,0.048,-2755.273,-2744.271,-2761.763,13.17,13.138,13.092,-6.49,11.002,-2.636,11,0.328,1.08,-6.214,-1.543,4.662,6.285,-1.467
hc_c42h22_0pent_3432,c1ccc2cc3c(cc2c1)c1cc2ccccc2c2cc4c5ccccc5c5cc6ccccc6c6cc3c(c21)c4c65,-9.628,-7.803,1.825,0.005,-2755.401,-2744.274,-2761.725,13.18,13.142,13.091,-6.324,11.128,-2.685,11,0.2,0.913,-6.422,-1.298,5.121,6.466,-1.265
hc_c42h22_0pent_3476,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2c4ccccc4ccc2c2cc4ccc5cccc6cc3c(c21)c4c56,-9.587,-7.887,1.7,0.083,-2755.441,-2744.35,-2761.835,13.176,13.146,13.096,-6.394,11.09,-2.659,11,0.16,0.95,-6.359,-1.406,4.943,6.412,-1.35
hc_c42h22_0pent_3478,c1ccc2cc3c(cc2c1)c1cc2c4ccc5ccccc5c4ccc2c2cc4ccc5cccc6cc3c(c21)c4c56,-9.598,-7.864,1.734,0.103,-2755.365,-2744.277,-2761.75,13.174,13.141,13.092,-6.385,11.088,-2.651,11,0.236,0.974,-6.376,-1.377,4.992,6.409,-1.339
hc_c42h22_0pent_3483,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2ccccc2c2cc4ccc5cc6ccccc6c6cc3c(c21)c4c56,-9.557,-7.917,1.64,0.048,-2755.419,-2744.353,-2761.836,13.172,13.14,13.091,-6.417,11.065,-2.659,11,0.182,0.98,-6.312,-1.445,4.858,6.376,-1.378
hc_c42h22_0pent_3486,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2cccc4ccc5cc6c7ccc8ccccc8c7cc3c6c1c5c42,-9.589,-7.887,1.702,0.095,-2755.439,-2744.34,-2761.824,13.175,13.142,13.092,-6.385,11.099,-2.657,11,0.162,0.95,-6.362,-1.406,4.946,6.425,-1.339
hc_c42h22_0pent_3489,c1ccc2cc3c(cc2c1)c1cc2ccccc2c2cc4ccc5cc6c7ccccc7ccc6c6cc3c(c21)c4c56,-9.553,-7.914,1.639,0.019,-2755.365,-2744.322,-2761.801,13.17,13.138,13.091,-6.436,11.044,-2.657,11,0.236,0.999,-6.306,-1.441,4.857,6.345,-1.401
hc_c42h22_0pent_3491,c1ccc2cc3c(cc2c1)c1cc2c4ccccc4ccc2c2cc4ccc5cc6ccccc6c6cc3c(c21)c4c56,-9.555,-7.911,1.644,0.059,-2755.352,-2744.304,-2761.78,13.17,13.139,13.088,-6.428,11.048,-2.662,11,0.249,1.01,-6.309,-1.437,4.864,6.351,-1.391
hc_c42h22_0pent_3492,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2c4ccccc4cc4ccc5cc6c7ccccc7cc3c6c1c5c42,-9.554,-7.92,1.634,0.056,-2755.42,-2744.358,-2761.843,13.172,13.142,13.094,-6.423,11.062,-2.662,11,0.181,0.98,-6.307,-1.449,4.85,6.371,-1.385
hc_c42h22_0pent_3512,c1ccc2c(c1)ccc1cc3ccc4cc5c(cc4c3cc12)c1cccc2cc3ccc4cccc6cc5c(c21)c3c46,-9.634,-7.857,1.777,0.067,-2755.42,-2744.301,-2761.79,13.172,13.134,13.082,-6.37,11.119,-2.625,11,0.181,0.976,-6.432,-1.368,5.053,6.453,-1.321
hc_c42h22_0pent_3513,c1ccc2cc3cc4c(ccc5cc6c(cc54)c4cccc5cc7ccc8cccc9cc6c(c54)c7c89)cc3cc2c1,-9.569,-7.938,1.631,0.07,-2755.174,-2744.225,-2761.744,13.158,13.132,13.082,-6.569,10.95,-2.602,11,0.427,1.192,-6.331,-1.472,4.845,6.21,-1.563
hc_c42h22_0pent_3514,c1ccc2c(c1)ccc1cc3c(ccc4cc5c(cc43)c3cccc4cc6ccc7cccc8cc5c(c43)c6c78)cc12,-9.631,-7.854,1.778,0.093,-2755.428,-2744.329,-2761.812,13.173,13.137,13.086,-6.384,11.098,-2.617,11,0.173,0.978,-6.427,-1.364,5.054,6.423,-1.338
hc_c42h22_0pent_3515,c1ccc2cc3c(cc2c1)c1ccccc1c1cc2c(cc31)c1cccc3cc4ccc5cccc6cc2c(c31)c4c56,-9.631,-7.864,1.767,0.07,-2755.365,-2744.242,-2761.731,13.175,13.142,13.087,-6.366,11.123,-2.653,11,0.236,0.953,-6.427,-1.377,5.039,6.459,-1.316
hc_c42h22_0pent_3516,c1ccc2cc3c(ccc4cc5c(cc43)c3cccc4cc6ccc7cc8ccccc8c8cc5c(c43)c6c78)cc2c1,-9.592,-7.889,1.703,0.076,-2755.338,-2744.292,-2761.785,13.167,13.136,13.086,-6.447,11.046,-2.631,11,0.263,1.037,-6.366,-1.409,4.948,6.348,-1.414
hc_c42h22_0pent_3517,c1ccc2cc3c(ccc4cc5c(cc43)c3cccc4cc6ccc7c8ccccc8cc8cc5c(c43)c6c87)cc2c1,-9.482,-8.02,1.462,0.058,-2755.231,-2744.271,-2761.778,13.163,13.137,13.088,-6.547,10.96,-2.623,11,0.37,1.154,-6.195,-1.577,4.605,6.224,-1.536
hc_c42h22_0pent_3521,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)c1cc2c3ccccc3cc3ccc5cc6cccc4c6c1c5c32,-9.609,-7.864,1.745,0.098,-2755.389,-2744.278,-2761.748,13.174,13.132,13.08,-6.359,11.111,-2.644,11,0.212,0.98,-6.393,-1.377,5.007,6.442,-1.307
hc_c42h22_0pent_3526,c1ccc2c(c1)ccc1c2ccc2c3cc4c(cc3ccc21)c1cc2cccc3ccc5cc6cccc4c6c1c5c32,-9.644,-7.835,1.808,0.102,-2755.396,-2744.27,-2761.736,13.176,13.135,13.086,-6.34,11.126,-2.631,11,0.205,0.954,-6.447,-1.339,5.097,6.463,-1.284
hc_c42h22_0pent_3527,c1ccc2cc3c(ccc4c5cc6c(cc5ccc34)c3cc4cccc5ccc7cc8cccc6c8c3c7c54)cc2c1,-9.652,-7.829,1.822,0.092,-2755.283,-2744.234,-2761.722,13.167,13.129,13.077,-6.439,11.049,-2.617,11,0.318,1.064,-6.46,-1.332,5.117,6.352,-1.405
hc_c42h22_0pent_3542,c1ccc2cc3cc4c(cc3cc2c1)c1cccc2cc3ccc5cc6c7ccccc7ccc6c6cc4c(c21)c3c56,-9.59,-7.886,1.704,0.05,-2755.203,-2744.178,-2761.673,13.161,13.126,13.076,-6.47,11.025,-2.63,11,0.398,1.145,-6.363,-1.405,4.949,6.318,-1.442
hc_c42h22_0pent_3546,c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)c1cccc2cc3ccc5c6ccccc6cc6cc4c(c21)c3c65,-9.505,-7.988,1.518,0.058,-2755.2,-2744.2,-2761.691,13.163,13.128,13.075,-6.492,11.0,-2.616,11,0.401,1.178,-6.231,-1.536,4.685,6.282,-1.469
hc_c42h22_0pent_3547,c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)c1cc2cc3ccccc3c3ccc5cc6cccc4c6c1c5c23,-9.505,-7.989,1.517,0.06,-2755.2,-2744.197,-2761.691,13.163,13.128,13.076,-6.49,11.003,-2.617,11,0.401,1.178,-6.231,-1.537,4.683,6.286,-1.467
hc_c42h22_0pent_3548,c1ccc2cc3cc4c(cc3cc2c1)c1cccc2cc3ccc5c6ccc7ccccc7c6cc6cc4c(c21)c3c65,-9.532,-7.955,1.577,0.053,-2755.144,-2744.157,-2761.656,13.16,13.127,13.076,-6.513,10.986,-2.622,11,0.457,1.205,-6.273,-1.494,4.768,6.262,-1.495
hc_c42h22_0pent_3555,c1ccc2cc3cc4c(cc3cc2c1)c1cccc2cc3c5ccccc5c5cc6ccccc6c6cc4c(c21)c3c65,-9.67,-7.796,1.873,0.02,-2755.248,-2744.152,-2761.625,13.171,13.132,13.078,-6.377,11.096,-2.654,11,0.353,1.048,-6.488,-1.289,5.189,6.42,-1.329
hc_c42h22_0pent_3558,c1ccc2cc3cc4c(cc3cc2c1)c1cccc2cc3c5cc6ccccc6cc5c5cccc6cc4c(c21)c3c65,-9.723,-7.76,1.963,0.009,-2755.207,-2744.057,-2761.522,13.166,13.107,13.044,-6.315,11.15,-2.628,11,0.394,1.071,-6.57,-1.243,5.317,6.498,-1.254
hc_c42h22_0pent_3561,c1ccc2cc3cc4c(cc3cc2c1)c1cc2cc3ccccc3cc2c2cc3ccc5cccc6cc4c(c21)c3c56,-9.596,-7.884,1.712,0.061,-2755.129,-2744.11,-2761.609,13.155,13.119,13.066,-6.48,11.019,-2.616,11,0.472,1.199,-6.373,-1.402,4.96,6.309,-1.454
hc_c42h22_0pent_3562,c1ccc2cc3cc4c(cc3cc2c1)c1cc2c3ccccc3ccc2c2cc3ccc5cccc6cc4c(c21)c3c56,-9.613,-7.856,1.757,0.084,-2755.217,-2744.172,-2761.662,13.164,13.129,13.074,-6.445,11.046,-2.636,11,0.384,1.123,-6.399,-1.366,5.024,6.348,-1.412
hc_c42h22_0pent_3565,c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccccc2c2cc3ccc5cc6ccccc6c6cc4c(c21)c3c56,-9.574,-7.899,1.674,0.035,-2755.196,-2744.179,-2761.671,13.16,13.125,13.074,-6.474,11.018,-2.638,11,0.405,1.154,-6.338,-1.422,4.906,6.308,-1.447
hc_c42h22_0pent_3570,c1ccc2cc3c(ccc4cc5cc6c(cc5cc43)c3cccc4cc5ccc7cccc8cc6c(c43)c5c78)cc2c1,-9.652,-7.826,1.826,0.086,-2755.243,-2744.173,-2761.654,13.162,13.123,13.068,-6.411,11.07,-2.597,11,0.358,1.099,-6.46,-1.328,5.122,6.383,-1.371
hc_c42h22_0pent_3571,c1ccc2c(c1)ccc1c3cc4cc5c(cc4cc3ccc21)c1cc2cccc3ccc4cc6cccc5c6c1c4c32,-9.662,-7.812,1.85,0.094,-2755.265,-2744.204,-2761.688,13.167,13.128,13.075,-6.423,11.061,-2.61,11,0.336,1.083,-6.475,-1.31,5.157,6.37,-1.385
hc_c42h22_0pent_3572,c1cc2ccc3cc4cccc5c6cc7cc8c9ccccc9c9ccccc9c8cc7cc6c6cc(c1)c2c3c6c45,-9.659,-7.819,1.84,0.087,-2755.316,-2744.158,-2761.629,13.173,13.125,13.069,-6.313,11.158,-2.633,11,0.285,0.979,-6.471,-1.319,5.142,6.51,-1.251
hc_c42h22_0pent_3577,c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1cccc2cc3c4ccccc4c4cccc6cc5c(c21)c3c64,-9.494,-8.028,1.466,0.013,-2755.053,-2744.068,-2761.57,13.16,13.125,13.071,-6.517,10.985,-2.618,11,0.548,1.256,-6.214,-1.588,4.611,6.26,-1.499
hc_c42h22_0pent_3580,c1ccc2c(c1)ccc1cc3cc4cc5c(cc4cc3cc12)c1cccc2cc3ccc4cccc6cc5c(c21)c3c46,-9.559,-7.957,1.602,0.082,-2755.131,-2744.149,-2761.657,13.157,13.124,13.071,-6.526,10.982,-2.593,11,0.47,1.24,-6.315,-1.496,4.804,6.256,-1.51
hc_c42h22_0pent_3582,c1ccc2c(c1)ccc1cc3cc4cc5c(cc4cc3cc12)c1cc2cccc3ccc4cc6cccc5c6c1c4c32,-9.56,-7.957,1.602,0.07,-2755.131,-2744.147,-2761.656,13.157,13.123,13.07,-6.525,10.984,-2.593,11,0.47,1.24,-6.317,-1.496,4.804,6.259,-1.509
hc_c42h22_0pent_3583,c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)c1cc2c3ccccc3cc3ccc5cc6cccc4c6c1c5c32,-9.613,-7.86,1.753,0.072,-2755.3,-2744.229,-2761.715,13.167,13.13,13.078,-6.414,11.071,-2.624,11,0.301,1.07,-6.399,-1.371,5.019,6.384,-1.374
hc_c42h22_0pent_3585,c1ccc2c(c1)ccc1c3cc4cc5c(cc4cc3ccc21)c1cccc2cc3ccc4cccc6cc5c(c21)c3c46,-9.663,-7.813,1.85,0.09,-2755.265,-2744.2,-2761.685,13.167,13.127,13.075,-6.42,11.065,-2.61,11,0.336,1.083,-6.477,-1.311,5.157,6.376,-1.382
hc_c42h22_0pent_3586,c1ccc2cc3c(ccc4cc5cc6c(cc5cc43)c3cc4cccc5ccc7cc8cccc6c8c3c7c54)cc2c1,-9.653,-7.827,1.826,0.071,-2755.243,-2744.166,-2761.648,13.162,13.121,13.066,-6.405,11.078,-2.597,11,0.358,1.099,-6.461,-1.329,5.122,6.394,-1.363
hc_c42h22_0pent_3591,c1ccc2cc3c(ccc4c5cc6c(cc5ccc34)c3cccc4cc5ccc7cccc8cc6c(c43)c5c78)cc2c1,-9.653,-7.83,1.823,0.098,-2755.284,-2744.229,-2761.718,13.167,13.129,13.077,-6.434,11.056,-2.619,11,0.317,1.064,-6.461,-1.333,5.118,6.363,-1.399
hc_c42h22_0pent_3594,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)c1cccc2cc3ccc5cc6ccccc6c6cc4c(c21)c3c56,-9.607,-7.868,1.739,0.097,-2755.391,-2744.279,-2761.755,13.173,13.134,13.086,-6.365,11.112,-2.649,11,0.21,0.98,-6.39,-1.382,4.999,6.443,-1.315
hc_c42h22_0pent_3596,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)c1cc2ccccc2c2cc3ccc5cccc6cc4c(c21)c3c56,-9.626,-7.846,1.779,0.095,-2755.412,-2744.283,-2761.753,13.174,13.131,13.081,-6.341,11.129,-2.646,11,0.189,0.953,-6.419,-1.353,5.056,6.468,-1.285
hc_c42h22_0pent_3598,c1ccc2cc3c(ccc4cc5c(cc43)c3cc4c6ccccc6cc6ccc7cc8cccc5c8c3c7c64)cc2c1,-9.59,-7.895,1.695,0.069,-2755.341,-2744.286,-2761.785,13.167,13.137,13.087,-6.444,11.055,-2.638,11,0.26,1.037,-6.363,-1.416,4.936,6.361,-1.411
hc_c42h22_0pent_3599,c1ccc2cc3c(ccc4cc5c(cc43)c3cc4cc6ccccc6c6ccc7cc8cccc5c8c3c7c46)cc2c1,-9.483,-8.022,1.461,0.056,-2755.233,-2744.26,-2761.772,13.163,13.137,13.089,-6.539,10.973,-2.626,11,0.368,1.154,-6.197,-1.58,4.604,6.243,-1.526
